id,name,task_description,area,budgeted_amount,status,asset_id,asset_type,fiscal_year,start_date,inactive,neighborhood
1410220079,CDBG PERSONNEL,CDBG Personnel - Overall Administration,Administration/Sub-Award,1100000,Planned,,Non-Asset,2018,2018-02-12,,
480012726,CITIZEN PARTICIPATION,Provide information to the City of Pittsburgh to achieve the most citizen participation regarding the CDBG program,Administration/Sub-Award,180000,Planned,,Non-Asset,2018,2018-02-12,,
1549914491,COMMUNITY-BASED ORGANIZATIONS,Council District 1 Community Based Organizations,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2018-02-12,,
1303464728,COMMUNITY-BASED ORGANIZATIONS,Council District 2 Community Based Organizations,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2018-02-12,,
762935307,COMMUNITY-BASED ORGANIZATIONS,Council District 3 Community Based Organizations,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2018-02-12,,
1078842365,COMMUNITY-BASED ORGANIZATIONS,Council District 4 Community Based Organizations,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2018-02-12,,
1618763884,COMMUNITY-BASED ORGANIZATIONS,Council District 5 Community Based Organizations,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2018-02-12,,
651707998,COMMUNITY-BASED ORGANIZATIONS,Council District 6 Community Based Organizations,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2018-02-12,,
1222047212,COMMUNITY-BASED ORGANIZATIONS,Council District 7 Community Based Organizations,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2018-02-12,,
1088045587,COMMUNITY-BASED ORGANIZATIONS,Council District 8 Community Based Organizations,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2018-02-12,,
413288573,COMMUNITY-BASED ORGANIZATIONS,Council District 9 Community Based Organizations,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2018-02-12,,
960435724,COMMUNITY-BASED ORGANIZATIONS,Mayor Community Based Organizations,Administration/Sub-Award,65000,Planned,,Non-Asset,2018,2018-02-12,,
1193714307,EMERGENCY SOLUTIONS GRANT,"The ESG program will provide approximately 2,800 individuals with shelter, rapid rehousing, homeless prevention, permanent housing, and street outreach assistance",Administration/Sub-Award,1149000,Planned,,Non-Asset,2018,2018-02-12,,
2027117212,HOUSING OPPORTUNITIES FOR PERSONS WITH AIDS,Rental Assistance and Referral Services,Administration/Sub-Award,838000,Planned,,Non-Asset,2018,2018-02-12,,
1115661651,URBAN LEAGUE- HOUSING COUNSELING,Housing Counseling for Low- and Moderate-Income Residents,Administration/Sub-Award,100000,Planned,,Non-Asset,2018,2018-02-12,,
1875411361,SENIOR COMMUNITY PROGRAM,Senior Community Program,Administration/Sub-Award,750000,Planned,,Non-Asset,2018,2018-02-12,,
163543987,REMEDIATION OF CONDEMNED BUILDINGS,Demolition of City-owned Property & Vacant Structures and Party Wall Program,Public Safety,1700000,Planned,,Non-Asset,2018,2018-02-12,,
1335673713,NEIGHBORHOOD EMPLOYMENT CENTERS,Neighborhood Employment Centers - Support for Employment Program,Administration/Sub-Award,150000,Planned,,Non-Asset,2018,2018-02-12,,
1139299321,PITTSBURGH EMPLOYMENT PROGRAM,Pittsburgh Employment Program - Support for Employment Program,Administration/Sub-Award,150000,Planned,,Non-Asset,2018,2018-02-12,,
1912802753,PUBLIC SAFETY CAMERAS,Replacement of Cameras,Public Safety,2250000,Planned,,Non-Asset,2018,2018-02-12,,
1982411509,LITTER CAN UPGRADES AND MONITORING,Purchase of 175 Street Litter Cans,Facility Improvement,200000,Planned,,Non-Asset,2018,2018-02-12,,
289535097,LITTER CAN UPGRADES AND MONITORING,Purchase of New & Replacement Lids for 200 Litter Cans,Facility Improvement,90000,Planned,,Non-Asset,2018,2018-02-12,,
101417805,FACILITY IMPROVEMENTS - CITY FACILITIES,Homewood Infrastructure Upgrades,Facility Improvement,750000,Planned,,Non-Asset,2018,2018-02-12,,
1340474568,FACILITY IMPROVEMENTS - CITY FACILITIES,Project Administration (BOND),Facility Improvement,89190,Planned,,Non-Asset,2018,2018-02-12,,
938139726,FACILITY IMPROVEMENTS - CITY FACILITIES,Project Administration (PAYGO),Facility Improvement,38941,Planned,,Non-Asset,2018,2018-02-12,,
1145359801,FACILITY IMPROVEMENTS - PUBLIC SAFETY FACILITIES,Garage Door Replacement (4),Facility Improvement,200000,Completed,,Non-Asset,2019,2019-03-26,,
354722557,FACILITY IMPROVEMENTS - PUBLIC SAFETY FACILITIES,New Public Safety Training and Administrative Complex,Facility Improvement,500000,In Progress,,Non-Asset,2019,2019-11-05,,
1008965568,FACILITY IMPROVEMENTS - PUBLIC SAFETY FACILITIES,Project Administration (BOND),Facility Improvement,18647,Planned,,Non-Asset,2018,2018-02-12,,
746484195,FACILITY IMPROVEMENTS - PUBLIC SAFETY FACILITIES,Project Administration (PAYGO),Facility Improvement,84180,Planned,,Non-Asset,2018,2018-02-12,,
1489184615,FACILITY IMPROVEMENTS - PUBLIC SAFETY FACILITIES,Public Safety Facility - Backup Generators,Facility Improvement,125000,In Progress,,Non-Asset,2018,2018-11-16,,
1910509581,FACILITY IMPROVEMENTS - RECREATION AND SENIOR CENTERS,Project Administration (BOND),Facility Improvement,49243,Planned,,Non-Asset,2018,2018-02-12,,
980436469,FACILITY IMPROVEMENTS - SPORT FACILITIES,Project Administration (BOND),Facility Improvement,27752,Planned,,Non-Asset,2018,2018-02-12,,
971849868,PARK RECONSTRUCTION,Seldom Seen Greenway,Facility Improvement,100000,Planned,,Non-Asset,2018,2018-02-12,,
1373750264,PARK RECONSTRUCTION - REGIONAL ASSET DISTRICT PARKS,RAD Parks - Court Renovations,Facility Improvement,240000,In Progress,,Non-Asset,2018,2018-08-15,,
1007173825,PARK RECONSTRUCTION - REGIONAL ASSET DISTRICT PARKS,RAD Parks - Equipment,Facility Improvement,100000,Completed,,Non-Asset,2018,2018-04-04,,
1048708373,PARK RECONSTRUCTION - REGIONAL ASSET DISTRICT PARKS,RAD Parks - Lighting Improvements,Facility Improvement,235000,Completed,,Non-Asset,2019,2019-03-26,,
865688221,PARK RECONSTRUCTION - REGIONAL ASSET DISTRICT PARKS,RAD Parks - Sidewalk Renovations,Facility Improvement,150000,Completed,,Non-Asset,2018,2018-08-15,,
1311776953,PARK RECONSTRUCTION - REGIONAL ASSET DISTRICT PARKS,RAD Parks - Street Resurfacing,Facility Improvement,240000,Completed,,Non-Asset,2018,2018-08-15,,
2014740139,PLAY AREA IMPROVEMENTS,Accessible Swings in Public Playgrounds,Facility Improvement,36000,Completed,,Non-Asset,2019,2019-03-26,,
1632013678,POOL REHABILITATION,ADA Lifts and Carts,Facility Improvement,140000,Completed,,Non-Asset,2018,2018-02-12,,
830466185,POOL REHABILITATION,Electrical Upgrades at each of the 19 Pool Sites,Facility Improvement,380000,Planned,,Non-Asset,2018,2018-04-04,,
1187135828,CHOICE NEIGHBORHOOD,Mixed Income Rental Development,Neighborhood and Community Development,1454400,Planned,,Non-Asset,2018,2018-02-12,,
1582790710,CHOICE NEIGHBORHOOD,Park Construction & Green Infrastructure,Neighborhood and Community Development,436320,Planned,,Non-Asset,2018,2018-02-12,,
1901230881,ECONOMIC DEVELOPMENT AND HOUSING,125 New/Substantially Renovated Rental Units Developed,Neighborhood and Community Development,1400000,Planned,,Non-Asset,2018,2018-02-12,,
576488197,ECONOMIC DEVELOPMENT AND HOUSING,130 New/Substantially Renovated Rental Units Developed,Neighborhood and Community Development,1076400,Planned,,Non-Asset,2018,2018-02-12,,
812360621,ECONOMIC DEVELOPMENT AND HOUSING,35 New/Substantially Renovated for Sale Housing Units Developed,Neighborhood and Community Development,1400000,Planned,,Non-Asset,2018,2018-02-12,,
1625559699,ECONOMIC DEVELOPMENT AND HOUSING,50 Residential Facades Improved,Neighborhood and Community Development,150000,Planned,,Non-Asset,2018,2018-02-12,,
236785048,ECONOMIC DEVELOPMENT AND HOUSING,"New Business Start Up, Business Expansion, and Business Attraction",Neighborhood and Community Development,200000,Planned,,Non-Asset,2018,2018-02-12,,
535699045,MAJOR DEVELOPMENTS,"Closed schools and asset stewardship, Public Space Improvements, Transit Improvements, Park and Open Space Development, Brownfield Development, and other Infrastructure Improvements",Neighborhood and Community Development,450000,Planned,,Non-Asset,2018,2018-02-12,,
1848684884,URBAN REDEVELOPMENT AUTHORITY PERSONNEL,HOME Program Administration,Administration/Sub-Award,160000,Planned,,Non-Asset,2018,2018-02-12,,
45067983,URBAN REDEVELOPMENT AUTHORITY PERSONNEL,"Personnel for Housing Initiatives, Business Development, Major Projects",Administration/Sub-Award,2000000,Planned,,Non-Asset,2018,2018-02-12,,
1393515391,URBAN REDEVELOPMENT AUTHORITY PROPERTY MAINTENANCE,Clearing URA Property of Grass/Weeds/Snow,Neighborhood and Community Development,400000,Planned,,Non-Asset,2018,2018-02-12,,
275544547,STREET RESURFACING,Street Resurfacing City Wide,Engineering and Construction,15065798,Planned,,Non-Asset,2018,2018-02-12,,
2054868015,FACILITY IMPROVEMENTS - CITY FACILITIES,FOURTH DIVISION - CONSTRUCTION,Facility Improvement,2000000,Planned,Public Works 4th Division Main Building,Facility,2019,2019-03-20,,Knoxville
1863779260,BOB O'CONNOR GOLF COURSE,BOB O'CONNOR GOLF COURSE,Facility Improvement,200000,Planned,Schenley Park Golf Course Clubhouse,Facility,2019,2019-03-20,,Squirrel Hill North
126928916,FACILITY IMPROVEMENTS - SPORT FACILITIES,WESTWOOD PARK - FIELD LIGHT UPGRADES,Facility Improvement,325000,Planned,Westwood School,Park,2019,2019-03-20,,Westwood
1628740637,CONSULTANTS FOR PLANS AND STUDIES,SAW MILL RUN - ZONING STUDY,Neighborhood and Community Development,100000,Planned,,Non-Asset,2019,2019-03-20,,Duquesne Heights
970198482,LARIMER CHOICE NEIGHBORHOOD,30 OWNER OCCUPIED FACADE RENOVATIONS,Neighborhood and Community Development,218160,Planned,,Non-Asset,2019,2019-03-20,,
350802017,LARIMER CHOICE NEIGHBORHOOD,35 UNITS MIXED INCOME HOUSING,Neighborhood and Community Development,1090800,Planned,,Non-Asset,2019,2019-03-20,,
820702035,ADA COMPLIANCE,"BRAILING FORMS, BROCHURES, AND SIGNS",Administration/Sub-Award,10000,Planned,,Non-Asset,2019,2019-03-20,,
140549228,ADA COMPLIANCE,FIRST RESPONDER'S GUIDE FOR PEOPLE WITH DISABILITIES,Administration/Sub-Award,10000,Planned,,Non-Asset,2019,2019-03-20,,
2087955637,ADA COMPLIANCE,INTERPRETIVE SERVICES,Administration/Sub-Award,15000,Planned,,Non-Asset,2019,2019-03-20,,
1783460688,ADA COMPLIANCE,RUG TILES IN HEALTHY ACTIVE LIVING CENTERS,Administration/Sub-Award,5000,Planned,,Non-Asset,2019,2019-03-20,,
1084471235,ADVANCED TRANSPORTATION AND CONGESTION MANAGEMENT TECHNOLOGIES DEVELOPMENT (ATCMTD),ATCMTD - SMART SIGNALS,Engineering and Construction,1000000,Planned,,Non-Asset,2019,2019-03-20,,
417623467,ADVANCED TRANSPORTATION AND CONGESTION MANAGEMENT TECHNOLOGIES DEVELOPMENT (ATCMTD),ATCMTD - SMART SIGNALS,Engineering and Construction,10306977.5,Planned,,Non-Asset,2019,2019-03-20,,
2058442136,BEDFORD DWELLINGS CHOICE NEIGHBORHOOD,BEDFORD - CHOICE NEIGHBORHOOD,Neighborhood and Community Development,500000,Planned,,Non-Asset,2019,2019-03-20,,
525902753,BEDFORD DWELLINGS CHOICE NEIGHBORHOOD,BEDFORD - CHOICE NEIGHBORHOOD,Neighborhood and Community Development,1500000,Planned,,Non-Asset,2019,2019-03-20,,
914784172,BRIDGE UPGRADES,CONTINGENCY - BRIDGE UPGRADES,Engineering and Construction,500000,Planned,,Non-Asset,2019,2019-03-20,,
1182119728,BUS RAPID TRANSIT,PHASE I STREET AND SIGNAL IMPROVEMENTS,Engineering and Construction,1500000,Planned,,Non-Asset,2019,2019-03-20,,
2124485771,BUS RAPID TRANSIT,PHASE I STREET AND SIGNAL IMPROVEMENTS,Engineering and Construction,3000000,Planned,,Non-Asset,2019,2019-03-20,,
1987119480,CAPITAL EQUIPMENT ACQUISITION,25 YARD REFUSE PACKER (2),Vehicles and Equipment,590000,Planned,,Non-Asset,2019,2019-03-20,,
1826389924,CAPITAL EQUIPMENT ACQUISITION,AERIAL (1),Vehicles and Equipment,958000,Planned,,Non-Asset,2019,2019-03-20,,
1542713116,CAPITAL EQUIPMENT ACQUISITION,ALS AMBULANCE (2),Vehicles and Equipment,610000,Planned,,Non-Asset,2019,2019-03-20,,
1267556127,CAPITAL EQUIPMENT ACQUISITION,ARSON PICKUPS (2),Vehicles and Equipment,80000,Planned,,Non-Asset,2019,2019-03-20,,
1737804465,CAPITAL EQUIPMENT ACQUISITION,BACKHOE (1),Vehicles and Equipment,120750,Planned,,Non-Asset,2019,2019-03-20,,
1902038854,CAPITAL EQUIPMENT ACQUISITION,CARGO VAN - SPECIAL EVENTS (1),Vehicles and Equipment,40000,Planned,,Non-Asset,2019,2019-03-20,,
1678924615,CAPITAL EQUIPMENT ACQUISITION,CHARGING INFRASTRUCTURE,Vehicles and Equipment,50000,Planned,,Non-Asset,2019,2019-03-20,,
1088353554,CAPITAL EQUIPMENT ACQUISITION,CHIEF SUV (1),Vehicles and Equipment,43500,Planned,,Non-Asset,2019,2019-03-20,,
691592497,CAPITAL EQUIPMENT ACQUISITION,CONTINGENCY,Vehicles and Equipment,70000,Planned,,Non-Asset,2019,2019-03-20,,
2133996560,CAPITAL EQUIPMENT ACQUISITION,ELECTRIC SEDANS (6),Vehicles and Equipment,210000,Planned,,Non-Asset,2019,2019-03-20,,
1641741000,CAPITAL EQUIPMENT ACQUISITION,ELECTRIC/HYBRID FUNDING,Vehicles and Equipment,75000,Planned,,Non-Asset,2019,2019-03-20,,
1616460704,CAPITAL EQUIPMENT ACQUISITION,FIVE TON DUMP TRUCK (1),Vehicles and Equipment,146000,Planned,,Non-Asset,2019,2019-03-20,,
148858973,CAPITAL EQUIPMENT ACQUISITION,FUEL TRUCK (1),Vehicles and Equipment,120000,Planned,,Non-Asset,2019,2019-03-20,,
1427827720,CAPITAL EQUIPMENT ACQUISITION,GROUNDSMASTER 580D (1),Vehicles and Equipment,120000,Planned,,Non-Asset,2019,2019-03-20,,
435980395,CAPITAL EQUIPMENT ACQUISITION,HIGHLIFT (1),Vehicles and Equipment,162750,Planned,,Non-Asset,2019,2019-03-20,,
835442554,CAPITAL EQUIPMENT ACQUISITION,INSURANCE,Vehicles and Equipment,30000,Planned,,Non-Asset,2019,2019-03-20,,
2054511244,CAPITAL EQUIPMENT ACQUISITION,NCA REPAIRS,Vehicles and Equipment,240250,Planned,,Non-Asset,2019,2019-03-20,,
2103297333,CAPITAL EQUIPMENT ACQUISITION,ONE TON FOREMAN TRUCK (1),Vehicles and Equipment,46000,Planned,,Non-Asset,2019,2019-03-20,,
1546718992,CAPITAL EQUIPMENT ACQUISITION,ONE-TON DUMP (1),Vehicles and Equipment,91250,Planned,,Non-Asset,2019,2019-03-20,,
1189880059,CAPITAL EQUIPMENT ACQUISITION,ONE-TON DUMP (2),Vehicles and Equipment,103000,Planned,,Non-Asset,2019,2019-03-20,,
1334921179,CAPITAL EQUIPMENT ACQUISITION,PICKUP TRUCK (1),Vehicles and Equipment,35000,Planned,,Non-Asset,2019,2019-03-20,,
249898374,CAPITAL EQUIPMENT ACQUISITION,PICKUP TRUCK (3),Vehicles and Equipment,105000,Planned,,Non-Asset,2019,2019-03-20,,
2108157998,CAPITAL EQUIPMENT ACQUISITION,PICKUP TRUCK (6),Vehicles and Equipment,210000,Planned,,Non-Asset,2019,2019-03-20,,
854368538,CAPITAL EQUIPMENT ACQUISITION,PROFESSIONAL SERVICES,Vehicles and Equipment,10000,Planned,,Non-Asset,2019,2019-03-20,,
626707902,CAPITAL EQUIPMENT ACQUISITION,STREET SWEEPER (1),Vehicles and Equipment,217500,Planned,,Non-Asset,2019,2019-03-20,,
553001209,CAPITAL EQUIPMENT ACQUISITION,TEN TON DUMP TRUCK (3),Vehicles and Equipment,471000,Planned,,Non-Asset,2019,2019-03-20,,
1121368004,CAPITAL EQUIPMENT ACQUISITION,TRANSIT VAN (1),Vehicles and Equipment,45000,Planned,,Non-Asset,2019,2019-03-20,,
206395772,CDBG ADMINISTRATION,CDBG ADMINISTRATION - OVERALL ADMINISTRATION,Administration/Sub-Award,175000,Planned,,Non-Asset,2019,2019-03-20,,
1358447588,CITIZEN PARTICIPATION,CDBG PROGRAM CITIZEN PARTICIPATION,Administration/Sub-Award,120000,Planned,,Non-Asset,2019,2019-03-20,,
1118697154,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Center for Victims/Pittsburgh Mediation Center,Administration/Sub-Award,2500,Planned,,Non-Asset,2019,2019-03-20,,
309976745,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,District 1 CDBG ULO,Administration/Sub-Award,70000,Planned,,Non-Asset,2019,2019-03-20,,
133953430,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,District 2 CDBG ULO,Administration/Sub-Award,70000,Planned,,Non-Asset,2019,2019-03-20,,
1066596300,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,District 3 CDBG ULO,Administration/Sub-Award,70000,Planned,,Non-Asset,2019,2019-03-20,,
1771897018,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,District 4 CDBG ULO,Administration/Sub-Award,70000,Planned,,Non-Asset,2019,2019-03-20,,
1132539868,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,District 5 CDBG ULO,Administration/Sub-Award,70000,Planned,,Non-Asset,2019,2019-03-20,,
1292357152,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,District 6 CDBG ULO,Administration/Sub-Award,70000,Planned,,Non-Asset,2019,2019-03-20,,
944116501,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,District 7 CDBG ULO,Administration/Sub-Award,70000,Planned,,Non-Asset,2019,2019-03-20,,
306819821,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,District 8 CDBG ULO,Administration/Sub-Award,70000,Planned,,Non-Asset,2019,2019-03-20,,
1674337487,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,District 9 CDBG ULO,Administration/Sub-Award,70000,Planned,,Non-Asset,2019,2019-03-20,,
987292798,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Greater Pittsburgh Community Food Bank,Administration/Sub-Award,100000,Planned,,Non-Asset,2019,2019-03-20,,
1045484967,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Action Against Rape,Administration/Sub-Award,2500,Planned,,Non-Asset,2019,2019-03-20,,
1370298370,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Community Services - Hunger,Administration/Sub-Award,100000,Planned,,Non-Asset,2019,2019-03-20,,
1605771142,CITY COUNCIL'S UNSPECIFIED LOCAL OPTION,Pittsburgh Community Services - Safety,Administration/Sub-Award,15000,Planned,,Non-Asset,2019,2019-03-20,,
2119980039,COMMUNITY-BASED ORGANIZATIONS,HOUSING AND ECONOMIC DEVELOPMENT IMPROVEMENTS,Administration/Sub-Award,700000,Planned,,Non-Asset,2019,2019-03-20,,
316638988,COMPLETE STREETS,GREEN LIGHT GO - PEDESTRIAN INFRASTRUCTURE UPGRADES,Engineering and Construction,200000,Planned,,Non-Asset,2019,2019-03-20,,
1878656519,COMPLETE STREETS,GREEN LIGHT GO - PEDESTRIAN INFRASTRUCTURE UPGRADES,Engineering and Construction,527500,Planned,,Non-Asset,2019,2019-03-20,,
517149896,COMPLETE STREETS,LOCAL AUTOMATED RED LIGHT ENFORCEMENT PLANNING,Engineering and Construction,100000,Planned,,Non-Asset,2019,2019-03-20,,
1579553500,COMPLETE STREETS,NEIGHBORHOOD TRAFFIC CALMING,Engineering and Construction,190000,Planned,,Non-Asset,2019,2019-03-20,,
625732325,COMPLETE STREETS,NEIGHBORHOOD TRAFFIC CALMING,Engineering and Construction,300000,Planned,,Non-Asset,2019,2019-03-20,,
1338612073,COMPLETE STREETS,ONEPGH  INTEGRATED TRAFFIC SIGNAL DEVELOPMENT PLAN,Engineering and Construction,600000,Planned,,Non-Asset,2019,2019-03-20,,
1665485170,COMPLETE STREETS,SIGNAL PROJECT DESIGN SERVICES,Engineering and Construction,250000,Planned,,Non-Asset,2019,2019-03-20,,
997048169,COMPLETE STREETS,VISION ZERO - HIGH CRASH CORRIDOR REMEDIATION,Engineering and Construction,150000,Planned,,Non-Asset,2019,2019-03-20,,
548255638,COMPLETE STREETS,VISION ZERO - HIGH CRASH CORRIDOR REMEDIATION,Engineering and Construction,200000,Planned,,Non-Asset,2019,2019-03-20,,
521960907,COMPLETE STREETS,VISION ZERO - INTERSECTION SAFETY REMEDIATION,Engineering and Construction,100000,Planned,,Non-Asset,2019,2019-03-20,,
232367219,COMPLETE STREETS,VISION ZERO - INTERSECTION SAFETY REMEDIATION,Engineering and Construction,100000,Planned,,Non-Asset,2019,2019-03-20,,
376557301,CULTURAL HERITAGE PLAN,CULTURAL HERITAGE PLAN IMPLEMENTATION,Administration/Sub-Award,40000,Planned,,Non-Asset,2019,2019-03-20,,
1897459590,CULTURAL HERITAGE PLAN,CULTURAL HERITAGE PLAN IMPLEMENTATION,Administration/Sub-Award,40000,Planned,,Non-Asset,2019,2019-03-20,,
577372230,"DESIGN, CONSTRUCTION, AND INSPECTION SERVICES",LARGE PROJECT CONSTRUCTION MANAGEMENT/CONSTRUCTION INSPECTION,Engineering and Construction,450000,Planned,,Non-Asset,2019,2019-03-20,,
1651183609,ECONOMIC DEVELOPMENT AND HOUSING,HOME INVESTMENT PARTNERSHIP,Neighborhood and Community Development,1131840,Planned,,Non-Asset,2019,2019-03-20,,
806428180,ECONOMIC DEVELOPMENT AND HOUSING,"NEW BUSINESS START UP, BUSINESS EXPANSION, AND BUSINESS ATTRACTION",Neighborhood and Community Development,300000,Planned,,Non-Asset,2019,2019-03-20,,
2035232680,ECONOMIC DEVELOPMENT AND HOUSING,NEW/SUBSTANTIALLY RENOVATED FOR SALE HOUSING UNITS DEVELOPED,Neighborhood and Community Development,1000000,Planned,,Non-Asset,2019,2019-03-20,,
1635561089,ECONOMIC DEVELOPMENT AND HOUSING,NEW/SUBSTANTIALLY RENOVATED RENTAL UNITS DEVELOPED,Neighborhood and Community Development,950000,Planned,,Non-Asset,2019,2019-03-20,,
676984537,ECONOMIC DEVELOPMENT AND HOUSING,RESIDENTIAL FACADES IMPROVED,Neighborhood and Community Development,150000,Planned,,Non-Asset,2019,2019-03-20,,
1428604972,EMERGENCY SOLUTIONS GRANT,EMERGENCY SOLUTIONS GRANT,Administration/Sub-Award,1148214,Planned,,Non-Asset,2019,2019-03-20,,
1530905469,FACILITY IMPROVEMENTS - CITY FACILITIES,CITY FACILITIES - DEMOLITION AND ABATEMENT,Facility Improvement,200000,In Progress,,Non-Asset,2019,2019-04-11,,
2098382911,FACILITY IMPROVEMENTS - RECREATION AND SENIOR CENTERS,GYM FLOOR UPGRADES,Facility Improvement,100000,Completed,,Non-Asset,2019,2019-04-11,,
20123905,FAIR HOUSING,FAIR HOUSING ADMINISTRATION AND TRAINING,Administration/Sub-Award,100000,Planned,,Non-Asset,2019,2019-03-20,,
1488442556,FLEX BEAM GUARDRAILS AND FENCING,FLEX BEAM GUARDRAIL REPLACEMENT,Engineering and Construction,100000,Planned,,Non-Asset,2019,2019-03-20,,
448675161,HOUSING OPPORTUNITIES FOR PERSONS WITH AIDS,HOUSING OPPORTUNITIES FOR PERSONS WITH AIDS,Administration/Sub-Award,948891,Planned,,Non-Asset,2019,2019-03-20,,
194595614,LED STREETLIGHT UPGRADE,CITYWIDE LED LIGHTING UPGRADE,Engineering and Construction,14000000,Planned,,Non-Asset,2019,2019-03-20,,
994887886,LITTER CAN UPGRADES AND MONITORING,75 NEW LITTER CANS,Facility Improvement,90000,Planned,,Non-Asset,2019,2019-03-20,,
1282956985,MAJOR DEVELOPMENTS,URA MAJOR DEVELOPMENT PROJECTS,Neighborhood and Community Development,450000,Planned,,Non-Asset,2019,2019-03-20,,
1823328891,MAYOR'S UNSPECIFIED LOCAL OPTION,MAYOR'S UNSPECIFIED LOCAL OPTION,Administration/Sub-Award,300000,Planned,,Non-Asset,2019,2019-03-20,,
1059474308,NEIGHBORHOOD EMPLOYMENT CENTERS,NEIGHBORHOOD EMPLOYMENT CENTERS,Administration/Sub-Award,150000,Planned,,Non-Asset,2019,2019-03-20,,
1137134279,PERSONNEL - COMMUNITY DEVELOPMENT BLOCK GRANT PROGRAM,CDBG PERSONNEL,Administration/Sub-Award,1100000,Planned,,Non-Asset,2019,2019-03-20,,
957222885,PITTSBURGH EMPLOYMENT PROGRAM,PITTSBURGH EMPLOYMENT PROGRAM,Administration/Sub-Award,150000,Planned,,Non-Asset,2019,2019-03-20,,
1326238166,PLAY AREA IMPROVEMENTS,PLAYGROUND ACCESSIBILITY EQUIPMENT UPGRADES,Facility Improvement,61756,Completed,,Non-Asset,2019,2019-05-16,,
212679893,POOL REHABILITATION,POOL EQUIPMENT UPGRADES,Facility Improvement,220000,In Progress,,Non-Asset,2019,2019-04-11,,
1561574666,PUBLIC SAFETY CAMERAS,SECURITY CAMERA INTEGRATION AND SUPPORT SERVICES,Public Safety,1100000,Planned,,Non-Asset,2019,2019-03-20,,
1689049603,PUBLIC SAFETY TRAINING FACILITY,PUBLIC SAFETY TRAINING FACILITY - DESIGN,Facility Improvement,1500000,In Progress,,Non-Asset,2019,2019-11-05,,
1473608663,RAMP AND PUBLIC SIDEWALK,CRITICAL SIDEWALK GAPS,Engineering and Construction,100000,Planned,,Non-Asset,2019,2019-03-20,,
774970860,RAMP AND PUBLIC SIDEWALK,CRITICAL SIDEWALK GAPS,Engineering and Construction,300000,Planned,,Non-Asset,2019,2019-03-20,,
1826348566,RAMP AND PUBLIC SIDEWALK,PUBLIC SIDEWALK UPGRADES,Engineering and Construction,200000,Planned,,Non-Asset,2019,2019-03-20,,
2127071352,REMEDIATION OF CONDEMNED BUILDINGS,DEMOLITION OF CITY-OWNED PROPERTY AND VACANT STRUCTURES,Public Safety,1259200,Planned,,Non-Asset,2019,2019-03-20,,
771294166,REMEDIATION OF CONDEMNED BUILDINGS,DEMOLITION OF CITY-OWNED PROPERTY AND VACANT STRUCTURES,Public Safety,1360495,Planned,,Non-Asset,2019,2019-03-20,,
563061901,SENIOR COMMUNITY PROGRAM,SENIOR COMMUNITY PROGRAM,Administration/Sub-Award,750000,Planned,,Non-Asset,2019,2019-03-20,,
1343990211,STEP REPAIR AND REPLACEMENT,UPGRADES TO CITY STEPS,Engineering and Construction,100000,Planned,,Non-Asset,2019,2019-03-20,,
702343268,STREET RESURFACING,BITUMINOUS PAVING PROGRAM,Engineering and Construction,14570890,Planned,,Non-Asset,2019,2019-03-20,,
1121099476,STREET RESURFACING,"CONCRETE, BRICK, AND BLOCKSTONE",Engineering and Construction,4000000,Planned,,Non-Asset,2019,2019-03-20,,
1404292079,URBAN LEAGUE - HOUSING COUNSELING,URBAN LEAGUE - HOUSING COUNSELING,Administration/Sub-Award,100000,Planned,,Non-Asset,2019,2019-03-20,,
1570916240,URBAN REDEVELOPMENT AUTHORITY PERSONNEL,HOME PROGRAM ADMINISTRATION,Administration/Sub-Award,150000,Planned,,Non-Asset,2019,2019-03-20,,
239959360,URBAN REDEVELOPMENT AUTHORITY PERSONNEL,URA PERSONNEL,Administration/Sub-Award,1000000,Planned,,Non-Asset,2019,2019-03-20,,
1036157736,URBAN REDEVELOPMENT AUTHORITY PROPERTY MAINTENANCE,URA PROPERTY MAINTENANCE,Neighborhood and Community Development,450000,Planned,,Non-Asset,2019,2019-03-20,,
